Area,Season,Year,Months,Standard Deviation,Outlier Type
Poland,Winter,2005,January,2.587,High
Poland,Winter,2005,February,3.375,High
Poland,Spring,2005,March,2.815,High
Poland,Summer,2005,July,1.336,High
Romania,Winter,2005,February,3.065,High
Romania,Spring,2005,March,2.027,High
Romania,Fall,2005,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2005,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2005,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2005,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2005,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2005,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2005,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2005,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2005,December,4.189,High
Sweden,Winter,2005,January,2.681,High
Sweden,Winter,2005,February,3.178,High
Sweden,Spring,2005,March,2.462,High
Sweden,Summer,2005,June,1.359,High
Sweden,Fall,2005,November,1.927,High
Sweden,Winter,2005,December,2.699,High
Switzerland,Winter,2005,February,2.724,High
Switzerland,Spring,2005,March,1.836,High
Uruguay,Summer,2005,June,1.463,High
Uruguay,Summer,2005,July,1.606,High
Northern Europe,Winter,2005,February,2.643,High
Northern Europe,Spring,2005,March,1.93,High
Afghanistan,Winter,2006,February,2.597,High
Antarctica,Spring,2006,April,1.868,High
Antarctica,Summer,2006,June,1.929,High
Antarctica,Summer,2006,July,1.801,High
Antarctica,Summer,2006,August,2.216,High
Antarctica,Fall,2006,September,2.058,High
Argentina,Summer,2006,July,1.424,High
Austria,Winter,2006,February,2.924,High
Austria,Spring,2006,March,2.054,High
Bulgaria,Winter,2006,February,2.776,High
Bulgaria,Summer,2006,August,1.343,High
Canada,Spring,2006,March,1.875,High
Denmark,Winter,2006,February,2.55,High
Denmark,Spring,2006,March,2.01,High
Finland,Winter,2006,January,3.335,High
Finland,Winter,2006,February,3.566,High
Finland,Spring,2006,March,2.892,High
Finland,Summer,2006,June,1.583,High
Finland,Summer,2006,July,1.38,High
Finland,Fall,2006,October,1.915,High
Finland,Fall,2006,November,2.28,High
Finland,Winter,2006,December,3.499,High
Germany,Winter,2006,February,2.957,High
Germany,Spring,2006,March,2.037,High
Greenland,Spring,2006,March,2.021,High
Hungary,Winter,2006,February,3.171,High
Hungary,Spring,2006,March,2.223,High
Iceland,Spring,2006,March,2.196,High
Liechtenstein,Winter,2006,February,2.814,High
Liechtenstein,Spring,2006,March,1.959,High
Mongolia,Winter,2006,February,3.021,High
Mongolia,Spring,2006,March,1.962,High
Mongolia,Fall,2006,November,2.235,High
Mongolia,Winter,2006,December,2.926,High
Netherlands,Winter,2006,February,2.75,High
Norway,Spring,2006,March,2.1,High
Norway,Summer,2006,June,1.468,High
Paraguay,Summer,2006,June,1.592,High
Paraguay,Summer,2006,July,2.058,High
Paraguay,Summer,2006,August,1.58,High
Poland,Winter,2006,January,2.587,High
Poland,Winter,2006,February,3.375,High
Poland,Spring,2006,March,2.815,High
Poland,Summer,2006,July,1.336,High
Romania,Winter,2006,February,3.065,High
Romania,Spring,2006,March,2.027,High
Romania,Fall,2006,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2006,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2006,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2006,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2006,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2006,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2006,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2006,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2006,December,4.189,High
Sweden,Winter,2006,January,2.681,High
Sweden,Winter,2006,February,3.178,High
Sweden,Spring,2006,March,2.462,High
Sweden,Summer,2006,June,1.359,High
Sweden,Fall,2006,November,1.927,High
Sweden,Winter,2006,December,2.699,High
Switzerland,Winter,2006,February,2.724,High
Switzerland,Spring,2006,March,1.836,High
Uruguay,Summer,2006,June,1.463,High
Uruguay,Summer,2006,July,1.606,High
Northern Europe,Winter,2006,February,2.643,High
Northern Europe,Spring,2006,March,1.93,High
Afghanistan,Winter,2007,February,2.597,High
Antarctica,Spring,2007,April,1.868,High
Antarctica,Summer,2007,June,1.929,High
Antarctica,Summer,2007,July,1.801,High
Antarctica,Summer,2007,August,2.216,High
Antarctica,Fall,2007,September,2.058,High
Argentina,Summer,2007,July,1.424,High
Austria,Winter,2007,February,2.924,High
Austria,Spring,2007,March,2.054,High
Bulgaria,Winter,2007,February,2.776,High
Bulgaria,Summer,2007,August,1.343,High
Canada,Spring,2007,March,1.875,High
Denmark,Winter,2007,February,2.55,High
Denmark,Spring,2007,March,2.01,High
Finland,Winter,2007,January,3.335,High
Finland,Winter,2007,February,3.566,High
Finland,Spring,2007,March,2.892,High
Finland,Summer,2007,June,1.583,High
Finland,Summer,2007,July,1.38,High
Finland,Fall,2007,October,1.915,High
Finland,Fall,2007,November,2.28,High
Finland,Winter,2007,December,3.499,High
Germany,Winter,2007,February,2.957,High
Germany,Spring,2007,March,2.037,High
Greenland,Spring,2007,March,2.021,High
Hungary,Winter,2007,February,3.171,High
Hungary,Spring,2007,March,2.223,High
Iceland,Spring,2007,March,2.196,High
Liechtenstein,Winter,2007,February,2.814,High
Liechtenstein,Spring,2007,March,1.959,High
Mongolia,Winter,2007,February,3.021,High
Mongolia,Spring,2007,March,1.962,High
Mongolia,Fall,2007,November,2.235,High
Mongolia,Winter,2007,December,2.926,High
Netherlands,Winter,2007,February,2.75,High
Norway,Spring,2007,March,2.1,High
Norway,Summer,2007,June,1.468,High
Paraguay,Summer,2007,June,1.592,High
Paraguay,Summer,2007,July,2.058,High
Paraguay,Summer,2007,August,1.58,High
Poland,Winter,2007,January,2.587,High
Poland,Winter,2007,February,3.375,High
Poland,Spring,2007,March,2.815,High
Poland,Summer,2007,July,1.336,High
Romania,Winter,2007,February,3.065,High
Romania,Spring,2007,March,2.027,High
Romania,Fall,2007,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2007,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2007,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2007,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2007,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2007,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2007,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2007,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2007,December,4.189,High
Sweden,Winter,2007,January,2.681,High
Sweden,Winter,2007,February,3.178,High
Sweden,Spring,2007,March,2.462,High
Sweden,Summer,2007,June,1.359,High
Sweden,Fall,2007,November,1.927,High
Sweden,Winter,2007,December,2.699,High
Switzerland,Winter,2007,February,2.724,High
Switzerland,Spring,2007,March,1.836,High
Uruguay,Summer,2007,June,1.463,High
Uruguay,Summer,2007,July,1.606,High
Northern Europe,Winter,2007,February,2.643,High
Northern Europe,Spring,2007,March,1.93,High
Afghanistan,Winter,2008,February,2.597,High
Antarctica,Spring,2008,April,1.868,High
Antarctica,Summer,2008,June,1.929,High
Antarctica,Summer,2008,July,1.801,High
Antarctica,Summer,2008,August,2.216,High
Antarctica,Fall,2008,September,2.058,High
Argentina,Summer,2008,July,1.424,High
Austria,Winter,2008,February,2.924,High
Austria,Spring,2008,March,2.054,High
Bulgaria,Winter,2008,February,2.776,High
Bulgaria,Summer,2008,August,1.343,High
Canada,Spring,2008,March,1.875,High
Denmark,Winter,2008,February,2.55,High
Denmark,Spring,2008,March,2.01,High
Finland,Winter,2008,January,3.335,High
Finland,Winter,2008,February,3.566,High
Finland,Spring,2008,March,2.892,High
Finland,Summer,2008,June,1.583,High
Finland,Summer,2008,July,1.38,High
Finland,Fall,2008,October,1.915,High
Finland,Fall,2008,November,2.28,High
Finland,Winter,2008,December,3.499,High
Germany,Winter,2008,February,2.957,High
Germany,Spring,2008,March,2.037,High
Greenland,Spring,2008,March,2.021,High
Hungary,Winter,2008,February,3.171,High
Hungary,Spring,2008,March,2.223,High
Iceland,Spring,2008,March,2.196,High
Liechtenstein,Winter,2008,February,2.814,High
Liechtenstein,Spring,2008,March,1.959,High
Mongolia,Winter,2008,February,3.021,High
Mongolia,Spring,2008,March,1.962,High
Mongolia,Fall,2008,November,2.235,High
Mongolia,Winter,2008,December,2.926,High
Netherlands,Winter,2008,February,2.75,High
Norway,Spring,2008,March,2.1,High
Norway,Summer,2008,June,1.468,High
Paraguay,Summer,2008,June,1.592,High
Paraguay,Summer,2008,July,2.058,High
Paraguay,Summer,2008,August,1.58,High
Poland,Winter,2008,January,2.587,High
Poland,Winter,2008,February,3.375,High
Poland,Spring,2008,March,2.815,High
Poland,Summer,2008,July,1.336,High
Romania,Winter,2008,February,3.065,High
Romania,Spring,2008,March,2.027,High
Romania,Fall,2008,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2008,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2008,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2008,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2008,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2008,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2008,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2008,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2008,December,4.189,High
Sweden,Winter,2008,January,2.681,High
Sweden,Winter,2008,February,3.178,High
Sweden,Spring,2008,March,2.462,High
Sweden,Summer,2008,June,1.359,High
Sweden,Fall,2008,November,1.927,High
Sweden,Winter,2008,December,2.699,High
Switzerland,Winter,2008,February,2.724,High
Switzerland,Spring,2008,March,1.836,High
Uruguay,Summer,2008,June,1.463,High
Uruguay,Summer,2008,July,1.606,High
Northern Europe,Winter,2008,February,2.643,High
Northern Europe,Spring,2008,March,1.93,High
Afghanistan,Winter,2009,February,2.597,High
Antarctica,Spring,2009,April,1.868,High
Antarctica,Summer,2009,June,1.929,High
Antarctica,Summer,2009,July,1.801,High
Antarctica,Summer,2009,August,2.216,High
Antarctica,Fall,2009,September,2.058,High
Argentina,Summer,2009,July,1.424,High
Austria,Winter,2009,February,2.924,High
Austria,Spring,2009,March,2.054,High
Bulgaria,Winter,2009,February,2.776,High
Bulgaria,Summer,2009,August,1.343,High
Canada,Spring,2009,March,1.875,High
Denmark,Winter,2009,February,2.55,High
Denmark,Spring,2009,March,2.01,High
Finland,Winter,2009,January,3.335,High
Finland,Winter,2009,February,3.566,High
Finland,Spring,2009,March,2.892,High
Finland,Summer,2009,June,1.583,High
Finland,Summer,2009,July,1.38,High
Finland,Fall,2009,October,1.915,High
Finland,Fall,2009,November,2.28,High
Finland,Winter,2009,December,3.499,High
Germany,Winter,2009,February,2.957,High
Germany,Spring,2009,March,2.037,High
Greenland,Spring,2009,March,2.021,High
Hungary,Winter,2009,February,3.171,High
Hungary,Spring,2009,March,2.223,High
Iceland,Spring,2009,March,2.196,High
Liechtenstein,Winter,2009,February,2.814,High
Liechtenstein,Spring,2009,March,1.959,High
Mongolia,Winter,2009,February,3.021,High
Mongolia,Spring,2009,March,1.962,High
Mongolia,Fall,2009,November,2.235,High
Mongolia,Winter,2009,December,2.926,High
Netherlands,Winter,2009,February,2.75,High
Norway,Spring,2009,March,2.1,High
Norway,Summer,2009,June,1.468,High
Paraguay,Summer,2009,June,1.592,High
Paraguay,Summer,2009,July,2.058,High
Paraguay,Summer,2009,August,1.58,High
Poland,Winter,2009,January,2.587,High
Poland,Winter,2009,February,3.375,High
Poland,Spring,2009,March,2.815,High
Poland,Summer,2009,July,1.336,High
Romania,Winter,2009,February,3.065,High
Romania,Spring,2009,March,2.027,High
Romania,Fall,2009,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2009,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2009,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2009,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2009,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2009,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2009,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2009,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2009,December,4.189,High
Sweden,Winter,2009,January,2.681,High
Sweden,Winter,2009,February,3.178,High
Sweden,Spring,2009,March,2.462,High
Sweden,Summer,2009,June,1.359,High
Sweden,Fall,2009,November,1.927,High
Sweden,Winter,2009,December,2.699,High
Switzerland,Winter,2009,February,2.724,High
Switzerland,Spring,2009,March,1.836,High
Uruguay,Summer,2009,June,1.463,High
Uruguay,Summer,2009,July,1.606,High
Northern Europe,Winter,2009,February,2.643,High
Northern Europe,Spring,2009,March,1.93,High
Afghanistan,Winter,2010,February,2.597,High
Antarctica,Spring,2010,April,1.868,High
Antarctica,Summer,2010,June,1.929,High
Antarctica,Summer,2010,July,1.801,High
Antarctica,Summer,2010,August,2.216,High
Antarctica,Fall,2010,September,2.058,High
Argentina,Summer,2010,July,1.424,High
Austria,Winter,2010,February,2.924,High
Austria,Spring,2010,March,2.054,High
Bulgaria,Winter,2010,February,2.776,High
Bulgaria,Summer,2010,August,1.343,High
Canada,Spring,2010,March,1.875,High
Denmark,Winter,2010,February,2.55,High
Denmark,Spring,2010,March,2.01,High
Finland,Winter,2010,January,3.335,High
Finland,Winter,2010,February,3.566,High
Finland,Spring,2010,March,2.892,High
Finland,Summer,2010,June,1.583,High
Finland,Summer,2010,July,1.38,High
Finland,Fall,2010,October,1.915,High
Finland,Fall,2010,November,2.28,High
Finland,Winter,2010,December,3.499,High
Germany,Winter,2010,February,2.957,High
Germany,Spring,2010,March,2.037,High
Greenland,Spring,2010,March,2.021,High
Hungary,Winter,2010,February,3.171,High
Hungary,Spring,2010,March,2.223,High
Iceland,Spring,2010,March,2.196,High
Liechtenstein,Winter,2010,February,2.814,High
Liechtenstein,Spring,2010,March,1.959,High
Mongolia,Winter,2010,February,3.021,High
Mongolia,Spring,2010,March,1.962,High
Mongolia,Fall,2010,November,2.235,High
Mongolia,Winter,2010,December,2.926,High
Netherlands,Winter,2010,February,2.75,High
Norway,Spring,2010,March,2.1,High
Norway,Summer,2010,June,1.468,High
Paraguay,Summer,2010,June,1.592,High
Paraguay,Summer,2010,July,2.058,High
Paraguay,Summer,2010,August,1.58,High
Poland,Winter,2010,January,2.587,High
Poland,Winter,2010,February,3.375,High
Poland,Spring,2010,March,2.815,High
Poland,Summer,2010,July,1.336,High
Romania,Winter,2010,February,3.065,High
Romania,Spring,2010,March,2.027,High
Romania,Fall,2010,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2010,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2010,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2010,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2010,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2010,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2010,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2010,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2010,December,4.189,High
Sweden,Winter,2010,January,2.681,High
Sweden,Winter,2010,February,3.178,High
Sweden,Spring,2010,March,2.462,High
Sweden,Summer,2010,June,1.359,High
Sweden,Fall,2010,November,1.927,High
Sweden,Winter,2010,December,2.699,High
Switzerland,Winter,2010,February,2.724,High
Switzerland,Spring,2010,March,1.836,High
Uruguay,Summer,2010,June,1.463,High
Uruguay,Summer,2010,July,1.606,High
Northern Europe,Winter,2010,February,2.643,High
Northern Europe,Spring,2010,March,1.93,High
Afghanistan,Winter,2011,February,2.597,High
Antarctica,Spring,2011,April,1.868,High
Antarctica,Summer,2011,June,1.929,High
Antarctica,Summer,2011,July,1.801,High
Antarctica,Summer,2011,August,2.216,High
Antarctica,Fall,2011,September,2.058,High
Argentina,Summer,2011,July,1.424,High
Austria,Winter,2011,February,2.924,High
Austria,Spring,2011,March,2.054,High
Bulgaria,Winter,2011,February,2.776,High
Bulgaria,Summer,2011,August,1.343,High
Canada,Spring,2011,March,1.875,High
Denmark,Winter,2011,February,2.55,High
Denmark,Spring,2011,March,2.01,High
Finland,Winter,2011,January,3.335,High
Finland,Winter,2011,February,3.566,High
Finland,Spring,2011,March,2.892,High
Finland,Summer,2011,June,1.583,High
Finland,Summer,2011,July,1.38,High
Finland,Fall,2011,October,1.915,High
Finland,Fall,2011,November,2.28,High
Finland,Winter,2011,December,3.499,High
Germany,Winter,2011,February,2.957,High
Germany,Spring,2011,March,2.037,High
Greenland,Spring,2011,March,2.021,High
Hungary,Winter,2011,February,3.171,High
Hungary,Spring,2011,March,2.223,High
Iceland,Spring,2011,March,2.196,High
Liechtenstein,Winter,2011,February,2.814,High
Liechtenstein,Spring,2011,March,1.959,High
Mongolia,Winter,2011,February,3.021,High
Mongolia,Spring,2011,March,1.962,High
Mongolia,Fall,2011,November,2.235,High
Mongolia,Winter,2011,December,2.926,High
Netherlands,Winter,2011,February,2.75,High
Norway,Spring,2011,March,2.1,High
Norway,Summer,2011,June,1.468,High
Paraguay,Summer,2011,June,1.592,High
Paraguay,Summer,2011,July,2.058,High
Paraguay,Summer,2011,August,1.58,High
Poland,Winter,2011,January,2.587,High
Poland,Winter,2011,February,3.375,High
Poland,Spring,2011,March,2.815,High
Poland,Summer,2011,July,1.336,High
Romania,Winter,2011,February,3.065,High
Romania,Spring,2011,March,2.027,High
Romania,Fall,2011,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2011,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2011,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2011,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2011,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2011,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2011,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2011,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2011,December,4.189,High
Sweden,Winter,2011,January,2.681,High
Sweden,Winter,2011,February,3.178,High
Sweden,Spring,2011,March,2.462,High
Sweden,Summer,2011,June,1.359,High
Sweden,Fall,2011,November,1.927,High
Sweden,Winter,2011,December,2.699,High
Switzerland,Winter,2011,February,2.724,High
Switzerland,Spring,2011,March,1.836,High
Uruguay,Summer,2011,June,1.463,High
Uruguay,Summer,2011,July,1.606,High
Northern Europe,Winter,2011,February,2.643,High
Northern Europe,Spring,2011,March,1.93,High
Afghanistan,Winter,2012,February,2.597,High
Antarctica,Spring,2012,April,1.868,High
Antarctica,Summer,2012,June,1.929,High
Antarctica,Summer,2012,July,1.801,High
Antarctica,Summer,2012,August,2.216,High
Antarctica,Fall,2012,September,2.058,High
Argentina,Summer,2012,July,1.424,High
Austria,Winter,2012,February,2.924,High
Austria,Spring,2012,March,2.054,High
Bulgaria,Winter,2012,February,2.776,High
Bulgaria,Summer,2012,August,1.343,High
Canada,Spring,2012,March,1.875,High
Denmark,Winter,2012,February,2.55,High
Denmark,Spring,2012,March,2.01,High
Finland,Winter,2012,January,3.335,High
Finland,Winter,2012,February,3.566,High
Finland,Spring,2012,March,2.892,High
Finland,Summer,2012,June,1.583,High
Finland,Summer,2012,July,1.38,High
Finland,Fall,2012,October,1.915,High
Finland,Fall,2012,November,2.28,High
Finland,Winter,2012,December,3.499,High
Germany,Winter,2012,February,2.957,High
Germany,Spring,2012,March,2.037,High
Greenland,Spring,2012,March,2.021,High
Hungary,Winter,2012,February,3.171,High
Hungary,Spring,2012,March,2.223,High
Iceland,Spring,2012,March,2.196,High
Liechtenstein,Winter,2012,February,2.814,High
Liechtenstein,Spring,2012,March,1.959,High
Mongolia,Winter,2012,February,3.021,High
Mongolia,Spring,2012,March,1.962,High
Mongolia,Fall,2012,November,2.235,High
Mongolia,Winter,2012,December,2.926,High
Netherlands,Winter,2012,February,2.75,High
Norway,Spring,2012,March,2.1,High
Norway,Summer,2012,June,1.468,High
Paraguay,Summer,2012,June,1.592,High
Paraguay,Summer,2012,July,2.058,High
Paraguay,Summer,2012,August,1.58,High
Poland,Winter,2012,January,2.587,High
Poland,Winter,2012,February,3.375,High
Poland,Spring,2012,March,2.815,High
Poland,Summer,2012,July,1.336,High
Romania,Winter,2012,February,3.065,High
Romania,Spring,2012,March,2.027,High
Romania,Fall,2012,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2012,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2012,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2012,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2012,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2012,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2012,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2012,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2012,December,4.189,High
Sweden,Winter,2012,January,2.681,High
Sweden,Winter,2012,February,3.178,High
Sweden,Spring,2012,March,2.462,High
Sweden,Summer,2012,June,1.359,High
Sweden,Fall,2012,November,1.927,High
Sweden,Winter,2012,December,2.699,High
Switzerland,Winter,2012,February,2.724,High
Switzerland,Spring,2012,March,1.836,High
Uruguay,Summer,2012,June,1.463,High
Uruguay,Summer,2012,July,1.606,High
Northern Europe,Winter,2012,February,2.643,High
Northern Europe,Spring,2012,March,1.93,High
Afghanistan,Winter,2013,February,2.597,High
Antarctica,Spring,2013,April,1.868,High
Antarctica,Summer,2013,June,1.929,High
Antarctica,Summer,2013,July,1.801,High
Antarctica,Summer,2013,August,2.216,High
Antarctica,Fall,2013,September,2.058,High
Argentina,Summer,2013,July,1.424,High
Austria,Winter,2013,February,2.924,High
Austria,Spring,2013,March,2.054,High
Bulgaria,Winter,2013,February,2.776,High
Bulgaria,Summer,2013,August,1.343,High
Canada,Spring,2013,March,1.875,High
Denmark,Winter,2013,February,2.55,High
Denmark,Spring,2013,March,2.01,High
Finland,Winter,2013,January,3.335,High
Finland,Winter,2013,February,3.566,High
Finland,Spring,2013,March,2.892,High
Finland,Summer,2013,June,1.583,High
Finland,Summer,2013,July,1.38,High
Finland,Fall,2013,October,1.915,High
Finland,Fall,2013,November,2.28,High
Finland,Winter,2013,December,3.499,High
Germany,Winter,2013,February,2.957,High
Germany,Spring,2013,March,2.037,High
Greenland,Spring,2013,March,2.021,High
Hungary,Winter,2013,February,3.171,High
Hungary,Spring,2013,March,2.223,High
Iceland,Spring,2013,March,2.196,High
Liechtenstein,Winter,2013,February,2.814,High
Liechtenstein,Spring,2013,March,1.959,High
Mongolia,Winter,2013,February,3.021,High
Mongolia,Spring,2013,March,1.962,High
Mongolia,Fall,2013,November,2.235,High
Mongolia,Winter,2013,December,2.926,High
Netherlands,Winter,2013,February,2.75,High
Norway,Spring,2013,March,2.1,High
Norway,Summer,2013,June,1.468,High
Paraguay,Summer,2013,June,1.592,High
Paraguay,Summer,2013,July,2.058,High
Paraguay,Summer,2013,August,1.58,High
Poland,Winter,2013,January,2.587,High
Poland,Winter,2013,February,3.375,High
Poland,Spring,2013,March,2.815,High
Poland,Summer,2013,July,1.336,High
Romania,Winter,2013,February,3.065,High
Romania,Spring,2013,March,2.027,High
Romania,Fall,2013,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2013,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2013,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2013,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2013,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2013,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2013,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2013,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2013,December,4.189,High
Sweden,Winter,2013,January,2.681,High
Sweden,Winter,2013,February,3.178,High
Sweden,Spring,2013,March,2.462,High
Sweden,Summer,2013,June,1.359,High
Sweden,Fall,2013,November,1.927,High
Sweden,Winter,2013,December,2.699,High
Switzerland,Winter,2013,February,2.724,High
Switzerland,Spring,2013,March,1.836,High
Uruguay,Summer,2013,June,1.463,High
Uruguay,Summer,2013,July,1.606,High
Northern Europe,Winter,2013,February,2.643,High
Northern Europe,Spring,2013,March,1.93,High
Afghanistan,Winter,2014,February,2.597,High
Antarctica,Spring,2014,April,1.868,High
Antarctica,Summer,2014,June,1.929,High
Antarctica,Summer,2014,July,1.801,High
Antarctica,Summer,2014,August,2.216,High
Antarctica,Fall,2014,September,2.058,High
Argentina,Summer,2014,July,1.424,High
Austria,Winter,2014,February,2.924,High
Austria,Spring,2014,March,2.054,High
Bulgaria,Winter,2014,February,2.776,High
Bulgaria,Summer,2014,August,1.343,High
Canada,Spring,2014,March,1.875,High
Denmark,Winter,2014,February,2.55,High
Denmark,Spring,2014,March,2.01,High
Finland,Winter,2014,January,3.335,High
Finland,Winter,2014,February,3.566,High
Finland,Spring,2014,March,2.892,High
Finland,Summer,2014,June,1.583,High
Finland,Summer,2014,July,1.38,High
Finland,Fall,2014,October,1.915,High
Finland,Fall,2014,November,2.28,High
Finland,Winter,2014,December,3.499,High
Germany,Winter,2014,February,2.957,High
Germany,Spring,2014,March,2.037,High
Greenland,Spring,2014,March,2.021,High
Hungary,Winter,2014,February,3.171,High
Hungary,Spring,2014,March,2.223,High
Iceland,Spring,2014,March,2.196,High
Liechtenstein,Winter,2014,February,2.814,High
Liechtenstein,Spring,2014,March,1.959,High
Mongolia,Winter,2014,February,3.021,High
Mongolia,Spring,2014,March,1.962,High
Mongolia,Fall,2014,November,2.235,High
Mongolia,Winter,2014,December,2.926,High
Netherlands,Winter,2014,February,2.75,High
Norway,Spring,2014,March,2.1,High
Norway,Summer,2014,June,1.468,High
Paraguay,Summer,2014,June,1.592,High
Paraguay,Summer,2014,July,2.058,High
Paraguay,Summer,2014,August,1.58,High
Poland,Winter,2014,January,2.587,High
Poland,Winter,2014,February,3.375,High
Poland,Spring,2014,March,2.815,High
Poland,Summer,2014,July,1.336,High
Romania,Winter,2014,February,3.065,High
Romania,Spring,2014,March,2.027,High
Romania,Fall,2014,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2014,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2014,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2014,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2014,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2014,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2014,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2014,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2014,December,4.189,High
Sweden,Winter,2014,January,2.681,High
Sweden,Winter,2014,February,3.178,High
Sweden,Spring,2014,March,2.462,High
Sweden,Summer,2014,June,1.359,High
Sweden,Fall,2014,November,1.927,High
Sweden,Winter,2014,December,2.699,High
Switzerland,Winter,2014,February,2.724,High
Switzerland,Spring,2014,March,1.836,High
Uruguay,Summer,2014,June,1.463,High
Uruguay,Summer,2014,July,1.606,High
Northern Europe,Winter,2014,February,2.643,High
Northern Europe,Spring,2014,March,1.93,High
Afghanistan,Winter,2015,February,2.597,High
Antarctica,Spring,2015,April,1.868,High
Antarctica,Summer,2015,June,1.929,High
Antarctica,Summer,2015,July,1.801,High
Antarctica,Summer,2015,August,2.216,High
Antarctica,Fall,2015,September,2.058,High
Argentina,Summer,2015,July,1.424,High
Austria,Winter,2015,February,2.924,High
Austria,Spring,2015,March,2.054,High
Bulgaria,Winter,2015,February,2.776,High
Bulgaria,Summer,2015,August,1.343,High
Canada,Spring,2015,March,1.875,High
Denmark,Winter,2015,February,2.55,High
Denmark,Spring,2015,March,2.01,High
Finland,Winter,2015,January,3.335,High
