Area,Season,Year,Months,Temperature Change,Outlier Type
Afghanistan,Winter,1982,February,-2.101,Low
Andorra,Winter,1982,January,2.978,High
Antarctica,Summer,1982,August,-1.824,Low
Antarctica,Fall,1982,September,-2.296,Low
Antarctica,Fall,1982,November,3.857,High
Austria,Fall,1982,September,2.702,High
Bahrain,Fall,1982,November,-2.733,Low
Bahrain,Winter,1982,December,-2.61,Low
Bulgaria,Winter,1982,February,-2.063,Low
Bulgaria,Fall,1982,November,-1.671,Low
Canada,Winter,1982,January,-3.665,Low
Canada,Spring,1982,April,-1.977,Low
Canada,Fall,1982,November,-2.28,Low
Cyprus,Fall,1982,November,-2.391,Low
Czechoslovakia,Spring,1982,April,-1.937,Low
Czechoslovakia,Fall,1982,September,3.084,High
Denmark,Winter,1982,January,-3.286,Low
Egypt,Spring,1982,March,-1.99,Low
Egypt,Fall,1982,November,-2.399,Low
Finland,Winter,1982,January,-4.55,Low
Finland,Spring,1982,March,3.203,High
Finland,Summer,1982,June,-3.492,Low
Finland,Fall,1982,November,3.018,High
Finland,Winter,1982,December,3.126,High
Greece,Winter,1982,February,-2.188,Low
Greenland,Spring,1982,May,-1.812,Low
Greenland,Summer,1982,August,-1.645,Low
Greenland,Fall,1982,September,-2.578,Low
Hungary,Spring,1982,April,-2.258,Low
Hungary,Fall,1982,September,3.168,High
Iceland,Fall,1982,September,-1.933,Low
Iran (Islamic Republic of),Winter,1982,February,-2.226,Low
Iran (Islamic Republic of),Fall,1982,November,-1.917,Low
Iran (Islamic Republic of),Winter,1982,December,-2.542,Low
Iraq,Winter,1982,February,-3.222,Low
Iraq,Spring,1982,March,-1.875,Low
Iraq,Fall,1982,November,-3.231,Low
Iraq,Winter,1982,December,-2.448,Low
Israel,Spring,1982,March,-1.986,Low
Israel,Fall,1982,November,-2.944,Low
Jordan,Winter,1982,February,-2.233,Low
Jordan,Spring,1982,March,-2.184,Low
Jordan,Fall,1982,November,-3.312,Low
Kuwait,Winter,1982,February,-2.998,Low
Kuwait,Spring,1982,March,-2.163,Low
Kuwait,Fall,1982,November,-3.352,Low
Kuwait,Winter,1982,December,-2.534,Low
Lebanon,Fall,1982,November,-3.019,Low
Libya,Fall,1982,October,2.575,High
Mongolia,Fall,1982,October,2.606,High
Norway,Winter,1982,January,-2.265,Low
Norway,Summer,1982,June,-1.645,Low
Oman,Spring,1982,March,-1.896,Low
Oman,Spring,1982,April,-1.811,Low
Oman,Fall,1982,November,-1.699,Low
Oman,Winter,1982,December,-2.165,Low
Pakistan,Spring,1982,March,-2.533,Low
Palestine,Spring,1982,March,-1.98,Low
Palestine,Fall,1982,November,-2.946,Low
Qatar,Spring,1982,March,-1.842,Low
Qatar,Fall,1982,November,-2.182,Low
Qatar,Winter,1982,December,-2.54,Low
Romania,Winter,1982,February,-2.145,Low
Romania,Spring,1982,April,-2.027,Low
Romania,Fall,1982,September,2.74,High
Romania,Winter,1982,December,3.007,High
Saint Pierre and Miquelon,Winter,1982,February,-2.186,Low
Saudi Arabia,Winter,1982,February,-2.574,Low
Saudi Arabia,Spring,1982,March,-1.871,Low
Saudi Arabia,Fall,1982,November,-3.216,Low
Saudi Arabia,Winter,1982,December,-2.358,Low
Svalbard and Jan Mayen Islands,Winter,1982,January,-4.077,Low
Svalbard and Jan Mayen Islands,Spring,1982,March,5.411,High
Svalbard and Jan Mayen Islands,Fall,1982,September,-3.306,Low
Sweden,Winter,1982,January,-3.377,Low
Sweden,Summer,1982,June,-2.112,Low
Syrian Arab Republic,Winter,1982,February,-2.131,Low
Syrian Arab Republic,Fall,1982,November,-3.004,Low
Tunisia,Summer,1982,July,2.69,High
Turkey,Summer,1982,July,-1.724,Low
Turkey,Fall,1982,November,-2.065,Low
United Arab Emirates,Spring,1982,March,-1.923,Low
United Arab Emirates,Fall,1982,November,-1.809,Low
United Arab Emirates,Winter,1982,December,-2.264,Low
Yugoslav SFR,Fall,1982,September,2.825,High
Northern America,Winter,1982,January,-2.616,Low
Western Asia,Winter,1982,February,-2.129,Low
Western Asia,Fall,1982,November,-2.523,Low
Northern Europe,Winter,1982,January,-2.594,Low
Northern Europe,Summer,1982,June,-1.555,Low
Afghanistan,Spring,1983,March,-2.406,Low
Albania,Winter,1983,February,-2.272,Low
Albania,Fall,1983,November,-1.805,Low
Andorra,Summer,1983,July,3.241,High
Andorra,Fall,1983,November,2.682,High
Antarctica,Summer,1983,June,-1.975,Low
Antarctica,Summer,1983,July,-3.108,Low
Antarctica,Fall,1983,October,-2.584,Low
Antarctica,Fall,1983,November,-3.331,Low
Argentina,Summer,1983,June,-1.803,Low
Austria,Winter,1983,January,4.34,High
Austria,Winter,1983,February,-2.425,Low
Austria,Summer,1983,July,3.566,High
Bahrain,Spring,1983,March,-3.165,Low
Bahrain,Fall,1983,October,-1.779,Low
Belgium-Luxembourg,Winter,1983,January,3.648,High
Belgium-Luxembourg,Summer,1983,July,3.851,High
Bulgaria,Fall,1983,November,-3.077,Low
Burkina Faso,Winter,1983,January,-2.106,Low
Canada,Spring,1983,May,-2.145,Low
Canada,Winter,1983,December,-2.748,Low
Chad,Winter,1983,January,-3.518,Low
Channel Islands,Summer,1983,July,3.589,High
"China, Hong Kong SAR",Spring,1983,March,-1.848,Low
"China, Macao SAR",Spring,1983,March,-1.848,Low
Cyprus,Winter,1983,January,-2.442,Low
Czechoslovakia,Winter,1983,January,5.047,High
Czechoslovakia,Summer,1983,July,2.559,High
Czechoslovakia,Fall,1983,November,-1.873,Low
Denmark,Winter,1983,January,4.996,High
Egypt,Winter,1983,January,-2.64,Low
Egypt,Winter,1983,February,-2.397,Low
Egypt,Spring,1983,March,-2.577,Low
Egypt,Spring,1983,April,-1.849,Low
Egypt,Fall,1983,October,-2.092,Low
Faroe Islands,Spring,1983,April,-1.831,Low
Finland,Winter,1983,January,4.03,High
Finland,Fall,1983,November,-3.199,Low
France,Summer,1983,July,3.763,High
Germany,Winter,1983,January,4.486,High
Germany,Summer,1983,July,3.381,High
Gibraltar,Fall,1983,November,2.595,High
Greece,Winter,1983,February,-2.142,Low
Greenland,Winter,1983,January,-6.101,Low
Greenland,Winter,1983,February,-3.465,Low
Greenland,Spring,1983,March,-3.575,Low
Greenland,Spring,1983,April,-2.18,Low
Greenland,Summer,1983,August,-1.579,Low
Greenland,Fall,1983,October,-2.009,Low
Holy See,Winter,1983,February,-2.253,Low
Hungary,Winter,1983,January,4.63,High
Hungary,Fall,1983,November,-2.947,Low
Iceland,Spring,1983,April,-2.875,Low
Iran (Islamic Republic of),Spring,1983,March,-2.017,Low
Iraq,Winter,1983,January,-2.279,Low
Iraq,Winter,1983,February,-2.107,Low
Iraq,Spring,1983,March,-1.999,Low
Ireland,Summer,1983,July,2.733,High
Isle of Man,Summer,1983,July,2.814,High
Israel,Winter,1983,January,-2.87,Low
Israel,Winter,1983,February,-2.353,Low
Israel,Spring,1983,March,-1.836,Low
Italy,Winter,1983,February,-2.101,Low
Italy,Summer,1983,July,2.599,High
Jordan,Winter,1983,January,-2.573,Low
Jordan,Winter,1983,February,-2.347,Low
Jordan,Spring,1983,March,-1.817,Low
Jordan,Fall,1983,October,-1.745,Low
Kuwait,Winter,1983,January,-2.182,Low
Kuwait,Spring,1983,March,-2.559,Low
Kuwait,Fall,1983,October,-2.123,Low
Lebanon,Winter,1983,January,-2.749,Low
Lebanon,Winter,1983,February,-2.19,Low
Libya,Winter,1983,January,-2.56,Low
Libya,Spring,1983,March,-1.905,Low
Liechtenstein,Winter,1983,January,3.547,High
Liechtenstein,Winter,1983,February,-2.527,Low
Liechtenstein,Summer,1983,July,3.895,High
Mauritania,Spring,1983,March,3.036,High
Monaco,Winter,1983,February,-2.109,Low
Monaco,Summer,1983,July,2.615,High
Mongolia,Summer,1983,June,-1.832,Low
Mongolia,Fall,1983,November,3.158,High
Morocco,Spring,1983,March,3.06,High
Nepal,Spring,1983,April,-2.22,Low
Netherlands,Winter,1983,January,3.97,High
Netherlands,Summer,1983,July,3.221,High
Niger,Winter,1983,January,-3.652,Low
Niger,Spring,1983,March,-2.328,Low
Nigeria,Winter,1983,January,-2.848,Low
Norway,Winter,1983,January,3.232,High
Oman,Spring,1983,April,-2.633,Low
Pakistan,Spring,1983,March,-2.102,Low
Pakistan,Spring,1983,April,-2.551,Low
Palestine,Winter,1983,January,-2.883,Low
Palestine,Winter,1983,February,-2.36,Low
Palestine,Spring,1983,March,-1.827,Low
Paraguay,Summer,1983,June,-2.249,Low
Paraguay,Fall,1983,September,-1.86,Low
Poland,Winter,1983,January,6.513,High
Portugal,Spring,1983,May,-2.225,Low
Portugal,Fall,1983,November,2.901,High
Qatar,Spring,1983,March,-3.595,Low
Romania,Winter,1983,January,3.956,High
Romania,Fall,1983,November,-3.323,Low
San Marino,Winter,1983,February,-2.344,Low
San Marino,Summer,1983,July,2.605,High
Saudi Arabia,Winter,1983,January,-2.057,Low
Saudi Arabia,Winter,1983,February,-2.23,Low
Saudi Arabia,Spring,1983,March,-2.645,Low
Spain,Fall,1983,November,2.722,High
Sudan (former),Winter,1983,January,-2.909,Low
Svalbard and Jan Mayen Islands,Winter,1983,January,3.769,High
Svalbard and Jan Mayen Islands,Spring,1983,March,4.799,High
Svalbard and Jan Mayen Islands,Fall,1983,November,-5.011,Low
Svalbard and Jan Mayen Islands,Winter,1983,December,-4.89,Low
Sweden,Winter,1983,January,4.214,High
Switzerland,Winter,1983,January,3.098,High
Switzerland,Winter,1983,February,-2.312,Low
Switzerland,Summer,1983,July,4.103,High
Syrian Arab Republic,Winter,1983,January,-2.704,Low
United Arab Emirates,Spring,1983,March,-3.431,Low
United Arab Emirates,Spring,1983,April,-2.042,Low
United Kingdom,Summer,1983,July,2.688,High
United States of America,Winter,1983,December,-2.428,Low
Uruguay,Summer,1983,June,-1.677,Low
Uruguay,Summer,1983,July,-1.935,Low
Yugoslav SFR,Fall,1983,November,-2.616,Low
Northern Africa,Winter,1983,January,-2.245,Low
Northern America,Winter,1983,December,-2.55,Low
Northern Europe,Winter,1983,January,3.243,High
Western Europe,Winter,1983,January,3.243,High
Western Europe,Summer,1983,July,3.62,High
Afghanistan,Winter,1984,February,-4.321,Low
Afghanistan,Winter,1984,December,-3.167,Low
Andorra,Spring,1984,May,-2.956,Low
Andorra,Fall,1984,November,2.625,High
Antarctica,Spring,1984,April,-2.044,Low
Antarctica,Summer,1984,June,-4.203,Low
Antarctica,Summer,1984,July,3.313,High
Argentina,Summer,1984,June,-2.383,Low
Belgium-Luxembourg,Spring,1984,May,-1.857,Low
Bulgaria,Summer,1984,August,-1.66,Low
Bulgaria,Fall,1984,October,2.836,High
Canada,Winter,1984,February,3.587,High
Canada,Winter,1984,December,-2.76,Low
"China, Hong Kong SAR",Winter,1984,January,-2.268,Low
"China, Hong Kong SAR",Winter,1984,February,-2.071,Low
"China, Macao SAR",Winter,1984,January,-2.268,Low
"China, Macao SAR",Winter,1984,February,-2.071,Low
Czechoslovakia,Summer,1984,June,-1.602,Low
Czechoslovakia,Summer,1984,July,-1.558,Low
Democratic People's Republic of Korea,Spring,1984,March,-1.988,Low
Finland,Winter,1984,February,4.144,High
Finland,Spring,1984,May,4.03,High
France,Spring,1984,May,-2.462,Low
Gibraltar,Spring,1984,May,-2.492,Low
Greece,Summer,1984,August,-1.549,Low
Greenland,Winter,1984,January,-3.891,Low
Greenland,Winter,1984,February,-5.437,Low
Greenland,Spring,1984,March,-2.158,Low
Greenland,Spring,1984,April,-2.659,Low
Guyana,Fall,1984,October,-1.837,Low
Hungary,Summer,1984,June,-1.565,Low
Hungary,Summer,1984,July,-1.597,Low
Iceland,Winter,1984,January,-2.244,Low
Iran (Islamic Republic of),Winter,1984,December,-2.376,Low
Iraq,Summer,1984,August,-1.938,Low
Japan,Winter,1984,February,-2.32,Low
Japan,Spring,1984,March,-2.374,Low
Jordan,Summer,1984,August,-1.934,Low
Kuwait,Summer,1984,August,-1.679,Low
Libya,Spring,1984,May,3.682,High
Liechtenstein,Spring,1984,May,-1.832,Low
Monaco,Spring,1984,May,-2.847,Low
Mongolia,Winter,1984,February,-2.923,Low
Mongolia,Winter,1984,December,-2.61,Low
Morocco,Spring,1984,April,2.866,High
Morocco,Spring,1984,May,-2.826,Low
Norway,Winter,1984,February,3.328,High
Norway,Winter,1984,December,3.403,High
Pakistan,Winter,1984,February,-2.588,Low
Pakistan,Fall,1984,October,-1.735,Low
Paraguay,Summer,1984,August,-2.337,Low
Paraguay,Fall,1984,October,2.787,High
Poland,Winter,1984,January,3.391,High
Poland,Summer,1984,June,-2.076,Low
Poland,Summer,1984,July,-1.57,Low
Portugal,Spring,1984,May,-3.332,Low
Republic of Korea,Winter,1984,January,-2.113,Low
Republic of Korea,Winter,1984,February,-2.278,Low
Romania,Summer,1984,June,-1.553,Low
Romania,Summer,1984,July,-1.771,Low
Saint Pierre and Miquelon,Fall,1984,October,-1.682,Low
San Marino,Spring,1984,May,-1.988,Low
Spain,Spring,1984,May,-3.056,Low
Svalbard and Jan Mayen Islands,Winter,1984,January,6.05,High
Svalbard and Jan Mayen Islands,Winter,1984,February,5.997,High
Svalbard and Jan Mayen Islands,Spring,1984,April,3.409,High
Svalbard and Jan Mayen Islands,Fall,1984,October,2.968,High
Svalbard and Jan Mayen Islands,Fall,1984,November,4.62,High
Svalbard and Jan Mayen Islands,Winter,1984,December,9.303,High
Sweden,Winter,1984,February,3.388,High
Sweden,Winter,1984,December,3.022,High
Switzerland,Spring,1984,May,-2.409,Low
Syrian Arab Republic,Summer,1984,August,-1.962,Low
Turkey,Summer,1984,August,-2.348,Low
Uruguay,Summer,1984,June,-1.578,Low
Uruguay,Summer,1984,August,-1.893,Low
Uruguay,Winter,1984,December,-2.182,Low
USSR,Winter,1984,February,-2.404,Low
USSR,Winter,1984,December,-3.638,Low
Western Sahara,Summer,1984,July,3.051,High
Europe,Winter,1984,December,-2.827,Low
Eastern Europe,Winter,1984,February,-2.317,Low
Eastern Europe,Winter,1984,December,-3.525,Low
Albania,Winter,1985,February,-3.434,Low
Andorra,Winter,1985,January,-4.294,Low
Andorra,Fall,1985,November,-2.107,Low
Antarctica,Summer,1985,June,3.263,High
Antarctica,Fall,1985,November,-1.68,Low
Antarctica,Winter,1985,December,-2.206,Low
Austria,Winter,1985,January,-4.475,Low
Austria,Winter,1985,February,-2.624,Low
Austria,Fall,1985,November,-2.659,Low
Austria,Winter,1985,December,3.015,High
Belgium-Luxembourg,Winter,1985,January,-4.756,Low
Belgium-Luxembourg,Winter,1985,February,-2.751,Low
Belgium-Luxembourg,Summer,1985,June,-1.542,Low
Belgium-Luxembourg,Fall,1985,November,-3.195,Low
Bulgaria,Winter,1985,February,-5.015,Low
Canada,Winter,1985,January,3.459,High
Canada,Fall,1985,November,-3.506,Low
Chad,Winter,1985,February,-2.303,Low
Channel Islands,Winter,1985,January,-3.074,Low
Channel Islands,Fall,1985,November,-1.913,Low
"China, Hong Kong SAR",Spring,1985,March,-2.384,Low
"China, Macao SAR",Spring,1985,March,-2.384,Low
Cyprus,Winter,1985,February,-2.115,Low
Cyprus,Fall,1985,October,-1.752,Low
Czechoslovakia,Winter,1985,January,-4.621,Low
Czechoslovakia,Winter,1985,February,-4.846,Low
Czechoslovakia,Summer,1985,June,-2.157,Low
Czechoslovakia,Fall,1985,November,-2.759,Low
Czechoslovakia,Winter,1985,December,2.98,High
Democratic People's Republic of Korea,Winter,1985,January,-2.304,Low
Democratic People's Republic of Korea,Winter,1985,December,-2.905,Low
Denmark,Winter,1985,January,-4.937,Low
Denmark,Winter,1985,February,-4.063,Low
Denmark,Fall,1985,November,-2.748,Low
Egypt,Fall,1985,October,-1.763,Low
Faroe Islands,Fall,1985,November,-2.251,Low
Finland,Winter,1985,January,-8.411,Low
Finland,Winter,1985,February,-8.252,Low
Finland,Winter,1985,December,-5.003,Low
France,Winter,1985,January,-4.277,Low
France,Fall,1985,November,-2.435,Low
Germany,Winter,1985,January,-4.914,Low
Germany,Winter,1985,February,-3.044,Low
Germany,Summer,1985,June,-1.667,Low
Germany,Fall,1985,November,-3.162,Low
Greece,Winter,1985,February,-2.423,Low
Greenland,Winter,1985,January,3.664,High
Guyana,Winter,1985,February,-2.275,Low
Holy See,Winter,1985,January,-2.255,Low
Hungary,Winter,1985,January,-4.472,Low
Hungary,Winter,1985,February,-5.489,Low
Hungary,Summer,1985,June,-2.178,Low
Hungary,Fall,1985,November,-1.962,Low
Hungary,Winter,1985,December,3.29,High
Ireland,Winter,1985,January,-2.482,Low
Ireland,Fall,1985,November,-2.129,Low
Isle of Man,Winter,1985,January,-2.473,Low
Isle of Man,Fall,1985,November,-2.354,Low
Israel,Fall,1985,October,-1.757,Low
Italy,Winter,1985,January,-2.511,Low
Jordan,Fall,1985,October,-1.876,Low
Lebanon,Fall,1985,October,-1.744,Low
Liechtenstein,Winter,1985,January,-4.349,Low
Liechtenstein,Fall,1985,November,-2.823,Low
Liechtenstein,Winter,1985,December,2.958,High
Monaco,Winter,1985,January,-3.605,Low
Monaco,Fall,1985,November,-1.963,Low
Mongolia,Spring,1985,March,-3.078,Low
Netherlands,Winter,1985,January,-4.878,Low
Netherlands,Winter,1985,February,-2.866,Low
Netherlands,Summer,1985,June,-1.555,Low
Netherlands,Fall,1985,November,-3.249,Low
Norway,Winter,1985,January,-3.348,Low
Norway,Winter,1985,February,-4.367,Low
Norway,Fall,1985,November,-2.25,Low
Norway,Winter,1985,December,-3.687,Low
Palestine,Fall,1985,October,-1.74,Low
Poland,Winter,1985,January,-4.805,Low
Poland,Winter,1985,February,-5.693,Low
Poland,Summer,1985,June,-1.72,Low
Poland,Fall,1985,November,-2.524,Low
Portugal,Fall,1985,September,3.053,High
Republic of Korea,Winter,1985,December,-2.294,Low
Romania,Winter,1985,January,-3.8,Low
Romania,Winter,1985,February,-6.913,Low
Saint Pierre and Miquelon,Spring,1985,March,-2.471,Low
Saint Pierre and Miquelon,Spring,1985,April,-1.912,Low
Saint Pierre and Miquelon,Fall,1985,November,-2.671,Low
San Marino,Winter,1985,January,-3.056,Low
South Georgia and the South Sandwich Islands,Summer,1985,June,-2.153,Low
Svalbard and Jan Mayen Islands,Winter,1985,January,3.094,High
Svalbard and Jan Mayen Islands,Winter,1985,February,5.448,High
Svalbard and Jan Mayen Islands,Spring,1985,March,3.609,High
Sweden,Winter,1985,January,-5.253,Low
Sweden,Winter,1985,February,-6.987,Low
Sweden,Fall,1985,November,-2.277,Low
Sweden,Winter,1985,December,-4.327,Low
Switzerland,Winter,1985,January,-4.636,Low
Switzerland,Fall,1985,November,-2.707,Low
Syrian Arab Republic,Winter,1985,February,-2.441,Low
Syrian Arab Republic,Fall,1985,October,-1.793,Low
Turkey,Winter,1985,February,-2.557,Low
Turkey,Fall,1985,October,-2.006,Low
United Kingdom,Winter,1985,January,-2.346,Low
United Kingdom,Fall,1985,November,-2.37,Low
USSR,Winter,1985,February,-2.045,Low
USSR,Spring,1985,March,-1.865,Low
Western Sahara,Fall,1985,October,2.751,High
Yugoslav SFR,Winter,1985,January,-3.15,Low
Yugoslav SFR,Winter,1985,February,-4.143,Low
Northern America,Fall,1985,November,-2.27,Low
Europe,Winter,1985,February,-2.229,Low
Eastern Europe,Winter,1985,February,-2.187,Low
Northern Europe,Winter,1985,January,-4.526,Low
Northern Europe,Winter,1985,February,-4.835,Low
Northern Europe,Fall,1985,November,-1.972,Low
Northern Europe,Winter,1985,December,-2.962,Low
Western Europe,Winter,1985,January,-4.548,Low
Western Europe,Fall,1985,November,-2.75,Low
European Union,Winter,1985,January,-3.942,Low
European Union,Winter,1985,February,-2.92,Low
Afghanistan,Spring,1986,March,-3.087,Low
Albania,Winter,1986,December,-2.346,Low
Andorra,Winter,1986,February,-2.188,Low
Andorra,Spring,1986,April,-2.355,Low
Antarctica,Winter,1986,February,3.584,High
Antarctica,Spring,1986,May,-2.317,Low
Antarctica,Summer,1986,June,-3.586,Low
Antarctica,Fall,1986,September,-2.285,Low
Austria,Winter,1986,February,-5.209,Low
Austria,Spring,1986,May,3.015,High
Belgium-Luxembourg,Winter,1986,February,-6.345,Low
Belgium-Luxembourg,Fall,1986,September,-2.06,Low
Bulgaria,Fall,1986,November,-2.163,Low
Canada,Fall,1986,November,-3.852,Low
Channel Islands,Winter,1986,February,-5.221,Low
Channel Islands,Spring,1986,April,-2.368,Low
Channel Islands,Fall,1986,September,-2.047,Low
Cyprus,Fall,1986,November,-2.378,Low
Czechoslovakia,Winter,1986,February,-5.434,Low
Denmark,Winter,1986,February,-4.673,Low
Denmark,Fall,1986,September,-2.29,Low
Egypt,Spring,1986,May,-2.846,Low
Finland,Winter,1986,January,-3.103,Low
Finland,Winter,1986,February,-2.484,Low
Finland,Spring,1986,March,3.901,High
Finland,Summer,1986,August,-1.874,Low
Finland,Fall,1986,September,-2.636,Low
Finland,Fall,1986,November,3.682,High
Finland,Winter,1986,December,-4.81,Low
France,Winter,1986,February,-4.479,Low
France,Spring,1986,April,-2.109,Low
Germany,Winter,1986,February,-6.286,Low
Germany,Fall,1986,September,-1.76,Low
Gibraltar,Spring,1986,April,-2.08,Low
Greece,Fall,1986,November,-1.997,Low
Greenland,Winter,1986,February,6.845,High
Greenland,Fall,1986,October,-2.433,Low
Greenland,Fall,1986,November,-3.278,Low
Hungary,Winter,1986,February,-4.194,Low
Iran (Islamic Republic of),Spring,1986,March,-1.867,Low
Iraq,Fall,1986,November,-1.924,Low
Ireland,Winter,1986,February,-3.336,Low
Ireland,Spring,1986,April,-2.351,Low
Ireland,Summer,1986,August,-2.25,Low
Isle of Man,Winter,1986,February,-3.451,Low
Isle of Man,Spring,1986,April,-2.198,Low
Isle of Man,Summer,1986,August,-2.242,Low
