Area,Year,Standard Deviation
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Central Asia,1979,
Eastern Asia,1979,1.045
Eastern Asia,1979,1.725
Eastern Asia,1979,1.077
Eastern Asia,1979,0.683
Eastern Asia,1979,0.467
Eastern Asia,1979,0.366
Eastern Asia,1979,0.303
Eastern Asia,1979,0.42
Eastern Asia,1979,0.482
Eastern Asia,1979,0.524
Eastern Asia,1979,1.088
Eastern Asia,1979,1.24
Southern Asia,1979,0.962
Southern Asia,1979,1.265
Southern Asia,1979,0.867
Southern Asia,1979,0.796
Southern Asia,1979,0.556
Southern Asia,1979,0.323
Southern Asia,1979,0.247
Southern Asia,1979,0.244
Southern Asia,1979,0.243
Southern Asia,1979,0.524
Southern Asia,1979,0.642
Southern Asia,1979,0.705
South-Eastern Asia,1979,0.567
South-Eastern Asia,1979,0.456
South-Eastern Asia,1979,0.381
South-Eastern Asia,1979,0.349
South-Eastern Asia,1979,0.25
South-Eastern Asia,1979,0.22
South-Eastern Asia,1979,0.2
South-Eastern Asia,1979,0.162
South-Eastern Asia,1979,0.143
South-Eastern Asia,1979,0.178
South-Eastern Asia,1979,0.368
South-Eastern Asia,1979,0.465
Western Asia,1979,1.179
Western Asia,1979,1.261
Western Asia,1979,0.935
Western Asia,1979,0.759
Western Asia,1979,0.572
Western Asia,1979,0.539
Western Asia,1979,0.474
Western Asia,1979,0.568
Western Asia,1979,0.585
Western Asia,1979,0.653
Western Asia,1979,0.934
Western Asia,1979,0.997
Eastern Europe,1979,1.94
Eastern Europe,1979,1.869
Eastern Europe,1979,1.375
Eastern Europe,1979,0.866
Eastern Europe,1979,0.642
Eastern Europe,1979,0.638
Eastern Europe,1979,0.539
Eastern Europe,1979,0.453
Eastern Europe,1979,0.576
Eastern Europe,1979,0.86
Eastern Europe,1979,0.88
Eastern Europe,1979,1.055
Northern Europe,1979,2.461
Northern Europe,1979,2.643
Northern Europe,1979,1.93
Northern Europe,1979,0.923
Northern Europe,1979,0.868
Northern Europe,1979,0.979
Northern Europe,1979,0.914
Northern Europe,1979,0.731
Northern Europe,1979,0.864
Northern Europe,1979,1.259
Northern Europe,1979,1.449
Northern Europe,1979,2.186
Southern Europe,1979,0.843
Southern Europe,1979,1.294
Southern Europe,1979,1.0
Southern Europe,1979,0.861
Southern Europe,1979,0.719
Southern Europe,1979,0.695
Southern Europe,1979,0.453
Southern Europe,1979,0.729
Southern Europe,1979,0.889
Southern Europe,1979,0.94
Southern Europe,1979,0.862
Southern Europe,1979,0.883
Western Europe,1979,2.053
Western Europe,1979,2.145
Western Europe,1979,1.577
Western Europe,1979,1.194
Western Europe,1979,0.873
Western Europe,1979,1.019
Western Europe,1979,1.099
Western Europe,1979,0.908
Western Europe,1979,1.174
Western Europe,1979,1.45
Western Europe,1979,1.098
Western Europe,1979,1.828
Australia and New Zealand,1979,0.654
Australia and New Zealand,1979,0.511
Australia and New Zealand,1979,0.514
Australia and New Zealand,1979,0.467
Australia and New Zealand,1979,0.691
Australia and New Zealand,1979,0.601
Australia and New Zealand,1979,0.76
Australia and New Zealand,1979,0.608
Australia and New Zealand,1979,0.752
Australia and New Zealand,1979,0.833
Australia and New Zealand,1979,0.631
Australia and New Zealand,1979,0.708
Antarctica,1980,1.24
Antarctica,1980,1.084
Antarctica,1980,1.156
Antarctica,1980,1.868
Antarctica,1980,1.704
Antarctica,1980,1.929
Antarctica,1980,1.801
Antarctica,1980,2.216
Antarctica,1980,2.058
Antarctica,1980,1.344
Antarctica,1980,1.124
Antarctica,1980,1.161
South Africa,1980,0.637
South Africa,1980,0.583
South Africa,1980,0.625
South Africa,1980,0.64
South Africa,1980,0.483
South Africa,1980,0.788
South Africa,1980,0.656
South Africa,1980,0.65
South Africa,1980,0.742
South Africa,1980,0.762
South Africa,1980,0.657
South Africa,1980,0.701
Africa,1980,0.488
Africa,1980,0.483
Africa,1980,0.484
Africa,1980,0.316
Africa,1980,0.341
Africa,1980,0.292
Africa,1980,0.313
Africa,1980,0.303
Africa,1980,0.304
Africa,1980,0.304
Africa,1980,0.314
Africa,1980,0.353
Eastern Africa,1980,0.345
Eastern Africa,1980,0.338
Eastern Africa,1980,0.363
Eastern Africa,1980,0.399
Eastern Africa,1980,0.451
Eastern Africa,1980,0.369
Eastern Africa,1980,0.353
Eastern Africa,1980,0.349
Eastern Africa,1980,0.346
Eastern Africa,1980,0.371
Eastern Africa,1980,0.304
Eastern Africa,1980,0.378
Middle Africa,1980,0.418
Middle Africa,1980,0.506
Middle Africa,1980,0.355
Middle Africa,1980,0.317
Middle Africa,1980,0.291
Middle Africa,1980,0.26
Middle Africa,1980,0.327
Middle Africa,1980,0.295
Middle Africa,1980,0.33
Middle Africa,1980,0.27
Middle Africa,1980,0.301
Middle Africa,1980,0.401
Northern Africa,1980,0.767
Northern Africa,1980,0.804
Northern Africa,1980,0.79
Northern Africa,1980,0.395
Northern Africa,1980,0.506
Northern Africa,1980,0.308
Northern Africa,1980,0.419
Northern Africa,1980,0.312
Northern Africa,1980,0.368
Northern Africa,1980,0.45
Northern Africa,1980,0.624
Northern Africa,1980,0.642
Southern Africa,1980,0.706
Southern Africa,1980,0.624
Southern Africa,1980,0.753
Southern Africa,1980,0.617
Southern Africa,1980,0.409
Southern Africa,1980,0.852
Southern Africa,1980,0.572
Southern Africa,1980,0.61
Southern Africa,1980,0.621
Southern Africa,1980,0.685
Southern Africa,1980,0.585
Southern Africa,1980,0.58
Western Africa,1980,0.915
Western Africa,1980,0.781
Western Africa,1980,0.701
Western Africa,1980,0.498
Western Africa,1980,0.425
Western Africa,1980,0.44
Western Africa,1980,0.446
Western Africa,1980,0.51
Western Africa,1980,0.478
Western Africa,1980,0.424
Western Africa,1980,0.437
Western Africa,1980,0.57
Northern America,1980,0.948
Northern America,1980,1.621
Northern America,1980,1.087
Northern America,1980,0.825
Northern America,1980,0.519
Northern America,1980,0.429
Northern America,1980,0.366
Northern America,1980,0.38
Northern America,1980,0.602
Northern America,1980,0.936
Northern America,1980,0.627
Northern America,1980,1.326
Central America,1980,0.595
Central America,1980,0.52
Central America,1980,0.643
Central America,1980,0.461
Central America,1980,0.325
Central America,1980,0.403
Central America,1980,0.488
Central America,1980,0.385
Central America,1980,0.403
Central America,1980,0.469
Central America,1980,0.566
Central America,1980,0.513
South America,1980,0.263
South America,1980,0.326
South America,1980,0.414
South America,1980,0.418
South America,1980,0.479
South America,1980,0.564
South America,1980,0.495
South America,1980,0.39
South America,1980,0.334
South America,1980,0.335
South America,1980,0.315
South America,1980,0.272
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Central Asia,1980,
Eastern Asia,1980,1.045
Eastern Asia,1980,1.725
Eastern Asia,1980,1.077
Eastern Asia,1980,0.683
Eastern Asia,1980,0.467
Eastern Asia,1980,0.366
Eastern Asia,1980,0.303
Eastern Asia,1980,0.42
Eastern Asia,1980,0.482
Eastern Asia,1980,0.524
Eastern Asia,1980,1.088
Eastern Asia,1980,1.24
Southern Asia,1980,0.962
Southern Asia,1980,1.265
Southern Asia,1980,0.867
Southern Asia,1980,0.796
Southern Asia,1980,0.556
Southern Asia,1980,0.323
Southern Asia,1980,0.247
Southern Asia,1980,0.244
Southern Asia,1980,0.243
Southern Asia,1980,0.524
Southern Asia,1980,0.642
Southern Asia,1980,0.705
South-Eastern Asia,1980,0.567
South-Eastern Asia,1980,0.456
South-Eastern Asia,1980,0.381
South-Eastern Asia,1980,0.349
South-Eastern Asia,1980,0.25
South-Eastern Asia,1980,0.22
South-Eastern Asia,1980,0.2
South-Eastern Asia,1980,0.162
South-Eastern Asia,1980,0.143
South-Eastern Asia,1980,0.178
South-Eastern Asia,1980,0.368
South-Eastern Asia,1980,0.465
Western Asia,1980,1.179
Western Asia,1980,1.261
Western Asia,1980,0.935
Western Asia,1980,0.759
Western Asia,1980,0.572
Western Asia,1980,0.539
Western Asia,1980,0.474
Western Asia,1980,0.568
Western Asia,1980,0.585
Western Asia,1980,0.653
Western Asia,1980,0.934
Western Asia,1980,0.997
Eastern Europe,1980,1.94
Eastern Europe,1980,1.869
Eastern Europe,1980,1.375
Eastern Europe,1980,0.866
Eastern Europe,1980,0.642
Eastern Europe,1980,0.638
Eastern Europe,1980,0.539
Eastern Europe,1980,0.453
Eastern Europe,1980,0.576
Eastern Europe,1980,0.86
Eastern Europe,1980,0.88
Eastern Europe,1980,1.055
Northern Europe,1980,2.461
Northern Europe,1980,2.643
Northern Europe,1980,1.93
Northern Europe,1980,0.923
Northern Europe,1980,0.868
Northern Europe,1980,0.979
Northern Europe,1980,0.914
Northern Europe,1980,0.731
Northern Europe,1980,0.864
Northern Europe,1980,1.259
Northern Europe,1980,1.449
Northern Europe,1980,2.186
Southern Europe,1980,0.843
Southern Europe,1980,1.294
Southern Europe,1980,1.0
Southern Europe,1980,0.861
Southern Europe,1980,0.719
Southern Europe,1980,0.695
Southern Europe,1980,0.453
Southern Europe,1980,0.729
Southern Europe,1980,0.889
Southern Europe,1980,0.94
Southern Europe,1980,0.862
Southern Europe,1980,0.883
Western Europe,1980,2.053
Western Europe,1980,2.145
Western Europe,1980,1.577
Western Europe,1980,1.194
Western Europe,1980,0.873
Western Europe,1980,1.019
Western Europe,1980,1.099
Western Europe,1980,0.908
Western Europe,1980,1.174
Western Europe,1980,1.45
Western Europe,1980,1.098
Western Europe,1980,1.828
Australia and New Zealand,1980,0.654
Australia and New Zealand,1980,0.511
Australia and New Zealand,1980,0.514
Australia and New Zealand,1980,0.467
Australia and New Zealand,1980,0.691
Australia and New Zealand,1980,0.601
Australia and New Zealand,1980,0.76
Australia and New Zealand,1980,0.608
Australia and New Zealand,1980,0.752
Australia and New Zealand,1980,0.833
Australia and New Zealand,1980,0.631
Australia and New Zealand,1980,0.708
Antarctica,1981,1.24
Antarctica,1981,1.084
Antarctica,1981,1.156
Antarctica,1981,1.868
Antarctica,1981,1.704
Antarctica,1981,1.929
Antarctica,1981,1.801
Antarctica,1981,2.216
Antarctica,1981,2.058
Antarctica,1981,1.344
Antarctica,1981,1.124
Antarctica,1981,1.161
South Africa,1981,0.637
South Africa,1981,0.583
South Africa,1981,0.625
South Africa,1981,0.64
South Africa,1981,0.483
South Africa,1981,0.788
South Africa,1981,0.656
South Africa,1981,0.65
South Africa,1981,0.742
South Africa,1981,0.762
South Africa,1981,0.657
South Africa,1981,0.701
Africa,1981,0.488
Africa,1981,0.483
Africa,1981,0.484
Africa,1981,0.316
Africa,1981,0.341
Africa,1981,0.292
Africa,1981,0.313
Africa,1981,0.303
Africa,1981,0.304
Africa,1981,0.304
Africa,1981,0.314
Africa,1981,0.353
Eastern Africa,1981,0.345
Eastern Africa,1981,0.338
Eastern Africa,1981,0.363
Eastern Africa,1981,0.399
Eastern Africa,1981,0.451
Eastern Africa,1981,0.369
Eastern Africa,1981,0.353
Eastern Africa,1981,0.349
Eastern Africa,1981,0.346
Eastern Africa,1981,0.371
Eastern Africa,1981,0.304
Eastern Africa,1981,0.378
Middle Africa,1981,0.418
Middle Africa,1981,0.506
Middle Africa,1981,0.355
Middle Africa,1981,0.317
Middle Africa,1981,0.291
Middle Africa,1981,0.26
Middle Africa,1981,0.327
Middle Africa,1981,0.295
Middle Africa,1981,0.33
Middle Africa,1981,0.27
Middle Africa,1981,0.301
Middle Africa,1981,0.401
Northern Africa,1981,0.767
Northern Africa,1981,0.804
Northern Africa,1981,0.79
Northern Africa,1981,0.395
Northern Africa,1981,0.506
Northern Africa,1981,0.308
Northern Africa,1981,0.419
Northern Africa,1981,0.312
Northern Africa,1981,0.368
Northern Africa,1981,0.45
Northern Africa,1981,0.624
Northern Africa,1981,0.642
Southern Africa,1981,0.706
Southern Africa,1981,0.624
Southern Africa,1981,0.753
Southern Africa,1981,0.617
Southern Africa,1981,0.409
Southern Africa,1981,0.852
Southern Africa,1981,0.572
Southern Africa,1981,0.61
Southern Africa,1981,0.621
Southern Africa,1981,0.685
Southern Africa,1981,0.585
Southern Africa,1981,0.58
Western Africa,1981,0.915
Western Africa,1981,0.781
Western Africa,1981,0.701
Western Africa,1981,0.498
Western Africa,1981,0.425
Western Africa,1981,0.44
Western Africa,1981,0.446
Western Africa,1981,0.51
Western Africa,1981,0.478
Western Africa,1981,0.424
Western Africa,1981,0.437
Western Africa,1981,0.57
Northern America,1981,0.948
Northern America,1981,1.621
Northern America,1981,1.087
Northern America,1981,0.825
Northern America,1981,0.519
Northern America,1981,0.429
Northern America,1981,0.366
Northern America,1981,0.38
Northern America,1981,0.602
Northern America,1981,0.936
Northern America,1981,0.627
Northern America,1981,1.326
Central America,1981,0.595
Central America,1981,0.52
Central America,1981,0.643
Central America,1981,0.461
Central America,1981,0.325
Central America,1981,0.403
Central America,1981,0.488
Central America,1981,0.385
Central America,1981,0.403
Central America,1981,0.469
Central America,1981,0.566
Central America,1981,0.513
South America,1981,0.263
South America,1981,0.326
South America,1981,0.414
South America,1981,0.418
South America,1981,0.479
South America,1981,0.564
South America,1981,0.495
South America,1981,0.39
South America,1981,0.334
South America,1981,0.335
South America,1981,0.315
South America,1981,0.272
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Central Asia,1981,
Eastern Asia,1981,1.045
Eastern Asia,1981,1.725
Eastern Asia,1981,1.077
Eastern Asia,1981,0.683
Eastern Asia,1981,0.467
Eastern Asia,1981,0.366
Eastern Asia,1981,0.303
Eastern Asia,1981,0.42
Eastern Asia,1981,0.482
Eastern Asia,1981,0.524
Eastern Asia,1981,1.088
Eastern Asia,1981,1.24
Southern Asia,1981,0.962
Southern Asia,1981,1.265
Southern Asia,1981,0.867
Southern Asia,1981,0.796
Southern Asia,1981,0.556
Southern Asia,1981,0.323
Southern Asia,1981,0.247
Southern Asia,1981,0.244
Southern Asia,1981,0.243
Southern Asia,1981,0.524
Southern Asia,1981,0.642
Southern Asia,1981,0.705
South-Eastern Asia,1981,0.567
South-Eastern Asia,1981,0.456
South-Eastern Asia,1981,0.381
South-Eastern Asia,1981,0.349
South-Eastern Asia,1981,0.25
South-Eastern Asia,1981,0.22
South-Eastern Asia,1981,0.2
South-Eastern Asia,1981,0.162
South-Eastern Asia,1981,0.143
South-Eastern Asia,1981,0.178
South-Eastern Asia,1981,0.368
South-Eastern Asia,1981,0.465
Western Asia,1981,1.179
Western Asia,1981,1.261
Western Asia,1981,0.935
Western Asia,1981,0.759
Western Asia,1981,0.572
Western Asia,1981,0.539
Western Asia,1981,0.474
Western Asia,1981,0.568
Western Asia,1981,0.585
Western Asia,1981,0.653
Western Asia,1981,0.934
Western Asia,1981,0.997
Eastern Europe,1981,1.94
Eastern Europe,1981,1.869
Eastern Europe,1981,1.375
Eastern Europe,1981,0.866
Eastern Europe,1981,0.642
Eastern Europe,1981,0.638
Eastern Europe,1981,0.539
Eastern Europe,1981,0.453
Eastern Europe,1981,0.576
Eastern Europe,1981,0.86
Eastern Europe,1981,0.88
Eastern Europe,1981,1.055
Northern Europe,1981,2.461
Northern Europe,1981,2.643
Northern Europe,1981,1.93
Northern Europe,1981,0.923
Northern Europe,1981,0.868
Northern Europe,1981,0.979
Northern Europe,1981,0.914
Northern Europe,1981,0.731
Northern Europe,1981,0.864
Northern Europe,1981,1.259
Northern Europe,1981,1.449
Northern Europe,1981,2.186
Southern Europe,1981,0.843
Southern Europe,1981,1.294
Southern Europe,1981,1.0
Southern Europe,1981,0.861
Southern Europe,1981,0.719
Southern Europe,1981,0.695
Southern Europe,1981,0.453
Southern Europe,1981,0.729
Southern Europe,1981,0.889
Southern Europe,1981,0.94
Southern Europe,1981,0.862
Southern Europe,1981,0.883
Western Europe,1981,2.053
Western Europe,1981,2.145
Western Europe,1981,1.577
Western Europe,1981,1.194
Western Europe,1981,0.873
Western Europe,1981,1.019
Western Europe,1981,1.099
Western Europe,1981,0.908
Western Europe,1981,1.174
Western Europe,1981,1.45
Western Europe,1981,1.098
Western Europe,1981,1.828
Australia and New Zealand,1981,0.654
Australia and New Zealand,1981,0.511
Australia and New Zealand,1981,0.514
Australia and New Zealand,1981,0.467
Australia and New Zealand,1981,0.691
Australia and New Zealand,1981,0.601
Australia and New Zealand,1981,0.76
Australia and New Zealand,1981,0.608
Australia and New Zealand,1981,0.752
Australia and New Zealand,1981,0.833
Australia and New Zealand,1981,0.631
Australia and New Zealand,1981,0.708
Antarctica,1982,1.24
Antarctica,1982,1.084
Antarctica,1982,1.156
Antarctica,1982,1.868
Antarctica,1982,1.704
Antarctica,1982,1.929
Antarctica,1982,1.801
Antarctica,1982,2.216
Antarctica,1982,2.058
Antarctica,1982,1.344
Antarctica,1982,1.124
Antarctica,1982,1.161
South Africa,1982,0.637
South Africa,1982,0.583
South Africa,1982,0.625
South Africa,1982,0.64
South Africa,1982,0.483
South Africa,1982,0.788
South Africa,1982,0.656
South Africa,1982,0.65
South Africa,1982,0.742
South Africa,1982,0.762
South Africa,1982,0.657
South Africa,1982,0.701
Africa,1982,0.488
Africa,1982,0.483
Africa,1982,0.484
Africa,1982,0.316
Africa,1982,0.341
Africa,1982,0.292
Africa,1982,0.313
Africa,1982,0.303
Africa,1982,0.304
Africa,1982,0.304
Africa,1982,0.314
Africa,1982,0.353
Eastern Africa,1982,0.345
Eastern Africa,1982,0.338
Eastern Africa,1982,0.363
Eastern Africa,1982,0.399
Eastern Africa,1982,0.451
Eastern Africa,1982,0.369
Eastern Africa,1982,0.353
Eastern Africa,1982,0.349
Eastern Africa,1982,0.346
Eastern Africa,1982,0.371
Eastern Africa,1982,0.304
Eastern Africa,1982,0.378
Middle Africa,1982,0.418
Middle Africa,1982,0.506
Middle Africa,1982,0.355
Middle Africa,1982,0.317
Middle Africa,1982,0.291
Middle Africa,1982,0.26
Middle Africa,1982,0.327
Middle Africa,1982,0.295
Middle Africa,1982,0.33
Middle Africa,1982,0.27
Middle Africa,1982,0.301
Middle Africa,1982,0.401
Northern Africa,1982,0.767
Northern Africa,1982,0.804
Northern Africa,1982,0.79
Northern Africa,1982,0.395
Northern Africa,1982,0.506
Northern Africa,1982,0.308
Northern Africa,1982,0.419
Northern Africa,1982,0.312
Northern Africa,1982,0.368
Northern Africa,1982,0.45
Northern Africa,1982,0.624
Northern Africa,1982,0.642
Southern Africa,1982,0.706
Southern Africa,1982,0.624
Southern Africa,1982,0.753
Southern Africa,1982,0.617
Southern Africa,1982,0.409
Southern Africa,1982,0.852
Southern Africa,1982,0.572
Southern Africa,1982,0.61
Southern Africa,1982,0.621
Southern Africa,1982,0.685
Southern Africa,1982,0.585
Southern Africa,1982,0.58
